geneSymbol	Context2	DEG_chr	DEG_start	DEG_end	geneType
RNF103-CHMP3	AvC	chr2	86505668	86721122	protein_coding
ITGA2-AS1	AvC	chr5	52930606	52990278	lncRNA
LINC00536	AvC	chr8	115950511	116451731	lncRNA
LINC02891	AvC	chr22	20198729	20212221	lncRNA
GOLGA8K	AvC	chr15	32389599	32403292	protein_coding
TMEM158	AvC	chr3	45224466	45226287	protein_coding
PPIC-AS1	AvC	chr5	123036162	123054667	lncRNA
SLC7A11-AS1	AvC	chr4	138057464	138178177	lncRNA
ENSG00000250057	AvC	chr4	83233512	83247213	lncRNA
ESAM-AS1	AvC	chr11	124758841	124766832	lncRNA
NREP-AS1	AvC	chr5	111912508	112017309	lncRNA
ENSG00000250098	AvC	chr4	12947559	12948862	lncRNA
ENSG00000250111	AvC	chr17	18835707	18842364	transcribed_unprocessed_pseudogene
ENSG00000250137	AvC	chr4	23560923	23768652	lncRNA
PKD2L2-DT	AvC	chr5	137757764	137889434	lncRNA
ENSG00000250195	AvC	chr4	138819954	139015467	lncRNA
ENSG00000250230	AvC	chr11	61587594	61608124	lncRNA
LINC01612	AvC	chr4	170226496	170284885	lncRNA
LINC02762	AvC	chr11	112270707	112376036	lncRNA
LINC00989	AvC	chr4	79491802	79623479	lncRNA
ENSG00000250362	AvC	chr5	95861754	95936220	lncRNA
ENSG00000250424	AvC	chr7	30852273	30923812	protein_coding
ENSG00000250522	AvC	chr4	105540190	105552437	lncRNA
ENSG00000250596	AvC	chr4	174539189	174540255	transcribed_processed_pseudogene
NUDT16-DT	AvC	chr3	131276183	131381656	lncRNA
YPEL3-DT	AvC	chr16	30096363	30105193	lncRNA
LINC01182	AvC	chr4	13654295	14254578	lncRNA
ENSG00000250643	AvC	chr3	129946209	130003557	lncRNA
ENSG00000250644	AvC	chr11	1734821	1763954	protein_coding
ENSG00000250646	AvC	chr4	55053060	55092534	lncRNA
ENSG00000250657	AvC	chr4	43340875	43345600	lncRNA
ENSG00000250658	AvC	chr4	187226515	187505647	lncRNA
ENSG00000250697	AvC	chr5	32810721	33298066	lncRNA
OR7E99P	AvC	chr4	4156522	4157443	transcribed_unprocessed_pseudogene
LINC02381	AvC	chr12	54126019	54147485	lncRNA
MSRB3-AS1	AvC	chr12	65466820	65642372	lncRNA
ENSG00000250753	AvC	chr4	49579833	49580189	processed_pseudogene
ENSG00000250770	AvC	chr12	3298210	3337202	transcribed_unprocessed_pseudogene
ZBED3-AS1	AvC	chr5	77086688	77166909	lncRNA
ZNF475	AvC	chr5	122129622	122184959	protein_coding
ENSG00000250892	AvC	chr4	201409	205009	unprocessed_pseudogene
ENSG00000250994	AvC	chr5	134436495	134492933	lncRNA
ZFPM2-AS1	AvC	chr8	105546089	106060524	lncRNA
LINC01950	AvC	chr5	106815197	107011052	lncRNA
ENSG00000251034	AvC	chr8	22481588	22553444	lncRNA
ENSG00000251127	AvC	chr8	61759094	61765969	lncRNA
PARAIL	AvC	chr8	89545423	89902429	lncRNA
TRPC6P7	AvC	chr4	184910889	184911352	processed_pseudogene
ENSG00000251152	AvC	chr4	11469250	11478196	lncRNA
LINC00589	AvC	chr8	29654314	29770539	lncRNA
TILRLS	AvC	chr5	67268022	67270182	lncRNA
EFNA4-EFNA3	AvC	chr1	155063748	155086807	protein_coding
ZNF345	AvC	chr19	36850338	36913029	protein_coding
ALG1L2	AvC	chr3	130081831	130113227	protein_coding
ENSG00000251313	AvC	chr4	9030286	9031066	processed_pseudogene
ENSG00000251357	AvC	chr22	23862188	23895223	protein_coding
ENSG00000251361	AvC	chr5	93019663	93261424	lncRNA
SYT9-AS1	AvC	chr11	7418826	7513675	lncRNA
AIDAP2	AvC	chr4	158277758	158278676	transcribed_processed_pseudogene
LINC01094	AvC	chr4	78623173	78769640	lncRNA
RPL32P3	AvC	chr3	129396218	129397109	transcribed_unprocessed_pseudogene
SNX18P24	AvC	chr4	49561479	49562149	processed_pseudogene
ENSG00000251630	AvC	chr4	49561285	49561470	processed_pseudogene
PRB1	AvC	chr12	11351823	11355591	protein_coding
ENSG00000251867	AvC	chr8	80484561	80486699	lncRNA
RN7SKP190	AvC	chr16	82192505	82192790	misc_RNA
EGR3-AS1	AvC	chr8	22690150	22798616	lncRNA
ENSG00000253130	AvC	chr8	8555264	8574057	lncRNA
ENSG00000253154	AvC	chr8	85826258	85951088	lncRNA
LINC01605	AvC	chr8	37406399	37625873	lncRNA
ENSG00000253171	AvC	chr8	87974165	88019113	lncRNA
C8orf88	AvC	chr8	90958084	90985238	protein_coding
LINC02209	AvC	chr8	29920560	29953724	lncRNA
ENSG00000253282	AvC	chr8	101287361	101293783	lncRNA
SERPINE3	AvC	chr13	51335773	51364735	protein_coding
LINC01847	AvC	chr5	159698584	159937766	lncRNA
MAILR	AvC	chr8	102864029	103002424	lncRNA
ENSG00000253326	AvC	chr1	243054861	243056394	transcribed_processed_pseudogene
ENSG00000253334	AvC	chr8	81791823	81815714	lncRNA
ENSG00000253343	AvC	chr8	8555738	8560965	lncRNA
ENSG00000253348	AvC	chr5	170744869	170788724	lncRNA
TRNP1	AvC	chr1	26993692	27001912	protein_coding
LINC00534	AvC	chr8	90221341	90687863	lncRNA
IKBKB-DT	AvC	chr8	42233662	42271275	lncRNA
ENSG00000253452	AvC	chr8	35862123	36193866	lncRNA
ENSG00000253476	AvC	chr8	25425521	25426580	lncRNA
ENSG00000253477	AvC	chr8	103483398	103501676	lncRNA
ENSG00000253503	AvC	chr8	82514568	82677245	lncRNA
MIR3142HG	AvC	chr5	160438594	160600965	lncRNA
ENSG00000253524	AvC	chr8	36004310	36095295	lncRNA
CA3-AS1	AvC	chr8	85440537	85469968	lncRNA
ENSG00000253557	AvC	chr8	19084992	19259469	lncRNA
SLC10A5	AvC	chr8	81693631	81695058	protein_coding
ENSG00000253607	AvC	chr8	123002560	123030751	lncRNA
ENSG00000253666	AvC	chr8	100415940	100515173	lncRNA
GASAL1	AvC	chr8	102804677	102810044	lncRNA
ENSG00000253690	AvC	chr8	28250063	28339255	lncRNA
ENSG00000253699	AvC	chr8	86180418	86212468	lncRNA
VIRMA-DT	AvC	chr8	94553461	94594794	lncRNA
ENSG00000253715	AvC	chr8	142785374	142812120	lncRNA
ENSG00000253736	AvC	chr5	172762980	172788112	lncRNA
OTUD6B-AS1	AvC	chr8	91059318	91070583	lncRNA
CFAP418-AS1	AvC	chr8	95204456	95811254	lncRNA
ENSG00000253796	AvC	chr8	108871128	109063417	lncRNA
LINC01170	AvC	chr5	124059664	124438655	lncRNA
ENSG00000253853	AvC	chr8	2726956	2926722	lncRNA
ENSG00000253882	AvC	chr7	143833245	143833869	transcribed_unprocessed_pseudogene
MTUS1-DT	AvC	chr8	17801345	17861069	lncRNA
LINC02995	AvC	chr5	173578275	173585068	lncRNA
CLDN23	AvC	chr8	8701937	8704096	protein_coding
MAL2-AS1	AvC	chr8	119214625	119246857	lncRNA
GRHL2-DT	AvC	chr8	101460005	101493338	lncRNA
CRYZL2P-SEC16B	AvC	chr1	177928788	178038007	lncRNA
CASC19	AvC	chr8	127072694	127227541	lncRNA
WWP1-AS1	AvC	chr8	86333274	86343429	lncRNA
ENSG00000254258	AvC	chr8	139460062	139463016	lncRNA
ENSG00000254261	AvC	chr9	26746953	26806256	lncRNA
ENSG00000254277	AvC	chr8	71675133	71774483	lncRNA
LINC03021	AvC	chr8	2637089	2728577	lncRNA
NDST1-AS1	AvC	chr5	150475517	150486187	lncRNA
ENSG00000254343	AvC	chr8	120052180	120056201	lncRNA
RHPN1-AS1	AvC	chr8	143366422	143368637	lncRNA
ENSG00000254396	AvC	chr9	27102630	27104728	lncRNA
LINC02584	AvC	chr11	70072065	70085346	lncRNA
AP5B1	AvC	chr11	65773898	65780976	protein_coding
ENSG00000254471	AvC	chr11	79987513	79989630	processed_pseudogene
LINC02749	AvC	chr11	4175885	4202669	lncRNA
ENSG00000254526	AvC	chr11	29159956	29437348	lncRNA
LINC02755	AvC	chr11	29265928	29989328	lncRNA
ENSG00000254539	AvC	chr1	149048576	149051273	lncRNA
ENSG00000254605	AvC	chr11	70012962	70021059	lncRNA
ENSG00000254610	AvC	chr11	67955482	67955690	transcribed_unprocessed_pseudogene
ENSG00000254687	AvC	chr8	53177571	53242683	lncRNA
ENSG00000254733	AvC	chr11	86431435	86623483	lncRNA
ENSG00000254777	AvC	chr8	60909661	61027486	lncRNA
ENSG00000254802	AvC	chr8	60960976	60967833	lncRNA
LINC02551	AvC	chr11	130807889	130865561	lncRNA
NECTIN1-DT	AvC	chr11	119728499	119822146	lncRNA
ENSG00000254859	AvC	chr8	143541941	143553609	lncRNA
LGR4-AS1	AvC	chr11	27471168	27513795	lncRNA
ENSG00000254951	AvC	chr11	7754393	7906289	lncRNA
ENSG00000254979	AvC	chr11	57387365	57424059	protein_coding
ENSG00000254991	AvC	chr11	12066222	12073353	lncRNA
ENSG00000255026	AvC	chr11	287305	288987	lncRNA
ENSG00000255031	AvC	chr11	68050740	68053839	lncRNA
SAA2-SAA4	AvC	chr11	18231423	18248635	protein_coding
ZNF286A-TBC1D26	AvC	chr17	15699552	15745940	protein_coding
HSPD1P3	AvC	chr8	7418991	7420546	processed_pseudogene
TTC12-DT	AvC	chr11	113278250	113314482	lncRNA
TOLLIP-DT	AvC	chr11	1309769	1310707	lncRNA
ENSG00000255191	AvC	chr11	69985876	70015815	lncRNA
ENSG00000255202	AvC	chr11	33665220	33696701	lncRNA
CCDC90B-AS1	AvC	chr11	83286120	83423516	lncRNA
ENSG00000255241	AvC	chr11	88098591	88115835	lncRNA
ENSG00000255289	AvC	chr8	60660743	60664536	lncRNA
CSRP3-AS1	AvC	chr11	19196741	19310726	lncRNA
ENPP7P8	AvC	chr11	71722052	71781183	transcribed_unprocessed_pseudogene
NOX5	AvC	chr15	69014695	69062762	protein_coding
LINC02761	AvC	chr11	76210933	76236865	lncRNA
ENSG00000255367	AvC	chr11	3424394	3605899	lncRNA
HCAR3	AvC	chr12	122714756	122716811	protein_coding
LINC02989	AvC	chr11	12080366	12091471	lncRNA
EEF1A1P47	AvC	chr11	29275655	29276565	processed_pseudogene
ENSG00000255478	AvC	chr11	65367438	65375299	lncRNA
ENSG00000255516	AvC	chr11	88043767	88062438	lncRNA
CD44-DT	AvC	chr11	35132655	35139311	lncRNA
B3GAT1-DT	AvC	chr11	134412267	134532225	lncRNA
ENSG00000255557	AvC	chr11	65745729	65771585	lncRNA
ENSG00000255558	AvC	chr11	13054615	13134839	lncRNA
MIR9-3HG	AvC	chr15	89361579	89424983	lncRNA
LINC02952	AvC	chr11	69434207	69444962	lncRNA
C10orf88B	AvC	chr10	122879851	122898024	transcribed_processed_pseudogene
ENSG00000255639	AvC	chr12	4649101	4774184	protein_coding
ENSG00000255663	AvC	chr11	114400682	114443932	protein_coding
ENSG00000255856	AvC	chr12	122007434	122020063	lncRNA
ENSG00000255872	AvC	chr9	37588413	38068687	protein_coding
PRECSIT	AvC	chr13	110863987	110870476	lncRNA
ENSG00000255910	AvC	chr12	19775348	20132472	lncRNA
MT1JP	AvC	chr16	56635818	56636943	transcribed_unprocessed_pseudogene
ENSG00000256029	AvC	chr1	159834474	159873053	protein_coding
ENSG00000256139	AvC	chr12	109111143	109125594	lncRNA
ENSG00000256195	AvC	chr11	114332415	114396219	lncRNA
SMIM3	AvC	chr5	150778741	150796736	protein_coding
ENSG00000256249	AvC	chr12	122687125	122715979	lncRNA
DDX11L8	AvC	chr12	12310	13501	unprocessed_pseudogene
ENSG00000256306	AvC	chr12	13509641	13547582	lncRNA
OR8R1P	AvC	chr11	73248779	73249867	unprocessed_pseudogene
LINC02552	AvC	chr11	104445868	104609498	lncRNA
ENSG00000256433	AvC	chr12	6393879	6396148	lncRNA
POLG2	AvC	chr17	64477781	64497071	protein_coding
LINC02985	AvC	chr12	122063214	122068786	lncRNA
ENPP7P5	AvC	chr12	8254527	8308855	transcribed_unprocessed_pseudogene
ENSG00000256646	AvC	chr7	42909273	42932214	protein_coding
ENSG00000256657	AvC	chr12	11196075	11196996	unprocessed_pseudogene
ENSG00000256673	AvC	chr12	9398355	9414851	transcribed_unprocessed_pseudogene
ZNF253	AvC	chr19	19865881	19894674	protein_coding
C17orf100	AvC	chr17	6651762	6693202	protein_coding
ENSG00000256915	AvC	chr12	65622273	65663299	lncRNA
ENSG00000256947	AvC	chr11	114210616	114356571	lncRNA
ENSG00000256955	AvC	chr12	131855699	131864542	lncRNA
ENSG00000256966	AvC	chr9	37512547	37592469	protein_coding
SLCO1B3-SLCO1B7	AvC	chr12	20815674	21090245	protein_coding
LINC02417	AvC	chr12	3366232	3371613	lncRNA
ENSG00000257065	AvC	chr6	143807092	143844617	protein_coding
FOXG1-AS1	AvC	chr14	28723436	28766589	lncRNA
ODC1-DT	AvC	chr2	10448640	10457693	lncRNA
LINC02385	AvC	chr12	104170395	104177661	lncRNA
LNCOG	AvC	chr12	76252271	76305969	lncRNA
ENSG00000257221	AvC	chr12	108628646	108659171	lncRNA
MIRLET7IHG	AvC	chr12	62602752	62622213	lncRNA
ENSG00000257373	AvC	chr12	42979254	42996486	lncRNA
ENSG00000257474	AvC	chr12	79540194	79550998	lncRNA
LINC02354	AvC	chr12	47826854	47837898	lncRNA
ENSG00000257543	AvC	chr12	101408372	101409060	lncRNA
HLX-AS1	AvC	chr1	220832763	220881473	lncRNA
AQP5-AS1	AvC	chr12	49951512	49975539	lncRNA
ENSG00000257639	AvC	chr16	21532945	21550373	transcribed_unprocessed_pseudogene
ENSG00000257672	AvC	chr14	18614388	18614561	transcribed_processed_pseudogene
MGAM2	AvC	chr7	142111718	142222324	protein_coding
LINC02445	AvC	chr12	73758630	73846263	lncRNA
ENSG00000257831	AvC	chr14	31248628	31302739	lncRNA
ENSG00000257849	AvC	chr12	42869619	43053151	lncRNA
ENSG00000257869	AvC	chr14	28318046	28418612	lncRNA
SYT1-AS1	AvC	chr12	79341199	79503396	lncRNA
LINC02258	AvC	chr12	87768814	87813114	lncRNA
ENSG00000257925	AvC	chr12	47237734	47279021	lncRNA
ENSG00000258077	AvC	chr12	75523586	75984015	lncRNA
LINC03056	AvC	chr12	63292622	63360068	lncRNA
MKRN9P	AvC	chr12	87783118	87784568	transcribed_processed_pseudogene
ENSG00000258130	AvC	chr16	30204571	30205090	transcribed_unprocessed_pseudogene
ENSG00000258150	AvC	chr16	29465222	29465741	transcribed_unprocessed_pseudogene
ENSG00000258210	AvC	chr12	110387463	110445548	lncRNA
LINC02461	AvC	chr12	43155315	43163110	lncRNA
LINC02320	AvC	chr14	101628309	101760448	lncRNA
LONRF2P4	AvC	chr15	21344548	21345085	processed_pseudogene
LONRF2P3	AvC	chr15	20775464	20775998	processed_pseudogene
LINC00641	AvC	chr14	21200079	21206900	lncRNA
LINC00239	AvC	chr14	101730437	101732534	lncRNA
CRAT37	AvC	chr15	91373681	91653390	lncRNA
SYNE3-AS1	AvC	chr14	95516116	95517913	lncRNA
NBEAP1	AvC	chr15	20657638	20688408	transcribed_unprocessed_pseudogene
LINC01629	AvC	chr14	76959552	76970795	lncRNA
GZMH-AS1	AvC	chr14	24595723	24657774	lncRNA
LINC01397	AvC	chr1	110082638	110138881	lncRNA
ENSG00000258687	AvC	chr14	50848122	50865659	lncRNA
LINC01269	AvC	chr14	70697948	70714886	lncRNA
ENSG00000258691	AvC	chr14	96204844	96263929	protein_coding
LINC01193	AvC	chr15	20940380	21058440	lncRNA
LINC02328	AvC	chr14	85911438	86161539	lncRNA
ENSG00000258760	AvC	chr14	65236480	65318790	lncRNA
CDRT15P13	AvC	chr14	19228898	19229945	unprocessed_pseudogene
LINC00520	AvC	chr14	55781132	55796731	lncRNA
ENSG00000258811	AvC	chr14	104842663	104845916	lncRNA
DUX4L4	AvC	chr4	190081118	190082386	unprocessed_pseudogene
SALRNA1	AvC	chr14	60639216	60642589	lncRNA
LINC00519	AvC	chr14	51304101	51331955	lncRNA
NF1P2	AvC	chr15	21927657	21946641	unprocessed_pseudogene
HSPA2-AS1	AvC	chr14	64508815	64540369	lncRNA
SIPA1L1-AS1	AvC	chr14	71292719	71321892	lncRNA
LINC00928	AvC	chr15	89504909	89524049	lncRNA
MIR4713HG	AvC	chr15	51037174	51322480	lncRNA
ENSG00000259283	AvC	chr16	55259969	55333588	lncRNA
ZHX1-C8orf76	AvC	chr8	123226189	123274284	protein_coding
JDP2-AS1	AvC	chr14	75394920	75427898	lncRNA
LINC03080	AvC	chr15	99405525	99452743	lncRNA
TMC3-AS1	AvC	chr15	81324301	81696991	lncRNA
SLC30A4-AS1	AvC	chr15	45448427	45519668	lncRNA
ENSG00000259362	AvC	chr15	77525540	77534110	lncRNA
TGIF2-RAB5IF	AvC	chr20	36574553	36612384	protein_coding
ENSG00000259442	AvC	chr15	82744223	82750289	lncRNA
LINC02568	AvC	chr15	63381711	63438320	lncRNA
ENSG00000259548	AvC	chr15	79832466	79833554	lncRNA
ENSG00000259553	AvC	chr15	101959227	101963416	lncRNA
ENSG00000259560	AvC	chr15	87307177	87703857	lncRNA
ST20-AS1	AvC	chr15	79922771	79927304	lncRNA
ENSG00000259675	AvC	chr15	61298791	61715216	lncRNA
ENSG00000259711	AvC	chr16	54934837	54954671	lncRNA
LINC00677	AvC	chr14	103119558	103123094	lncRNA
LINC01581	AvC	chr15	93905405	94107938	lncRNA
ENSG00000259828	AvC	chr6	141447011	141451006	lncRNA
AQP7B	AvC	chr2	94587101	94612744	protein_coding
ENSG00000259925	AvC	chr16	19343647	19401693	lncRNA
ENSG00000259946	AvC	chr1	97967005	97968814	lncRNA
TGFBR3L	AvC	chr19	7914803	7919097	protein_coding
LINC02189	AvC	chr16	86720575	86722042	lncRNA
HOXB7	AvC	chr17	48607232	48633572	protein_coding
ENSG00000260077	AvC	chr2	10034314	10044450	lncRNA
ENSG00000260118	AvC	chrX	68013470	68014901	lncRNA
CA5AP1	AvC	chr16	29618785	29636328	transcribed_unprocessed_pseudogene
ENSG00000260136	AvC	chr16	23452719	23457634	lncRNA
ENSG00000260177	AvC	chr16	87779815	87806631	lncRNA
LINC02240	AvC	chr5	124808887	125602227	lncRNA
CENPN-AS1	AvC	chr16	81016792	81035759	lncRNA
CD2BP2-DT	AvC	chr16	30354665	30363713	lncRNA
ENSG00000260244	AvC	chr4	155734448	155737062	lncRNA
ENSG00000260257	AvC	chr20	32856621	32858751	lncRNA
SLX1B-SULT1A4	AvC	chr16	29455105	29464963	lncRNA
ITFG1-AS1	AvC	chr16	47144260	47162749	lncRNA
ENSG00000260306	AvC	chr16	21794095	21795759	lncRNA
ENSG00000260328	AvC	chr17	17011910	17015052	lncRNA
ENSG00000260345	AvC	chr16	57461055	57462737	lncRNA
SMG1-DT	AvC	chr16	18925912	18937453	lncRNA
ENSG00000260368	AvC	chr8	100913247	100914388	lncRNA
AQP4-AS1	AvC	chr18	26655505	27190698	lncRNA
ENSG00000260381	AvC	chr16	50100339	50153059	lncRNA
LINC00562	AvC	chr13	47930153	47932622	lncRNA
ENSG00000260400	AvC	chr10	68698500	68700794	lncRNA
ENSG00000260401	AvC	chr11	73238975	73242335	lncRNA
ENSG00000260412	AvC	chr9	27937617	27944497	lncRNA
ENSG00000260417	AvC	chr16	85592266	85595720	lncRNA
ENSG00000260418	AvC	chr6	136335714	136336087	lncRNA
LINC02367	AvC	chr12	9341059	9400387	lncRNA
ENSG00000260430	AvC	chr16	19086831	19098332	lncRNA
ENSG00000260495	AvC	chr16	81310731	81313423	lncRNA
ENSG00000260536	AvC	chr20	32843128	32854257	lncRNA
MT1L	AvC	chr16	56617563	56618680	transcribed_unprocessed_pseudogene
ENSG00000260555	AvC	chr7	150000752	150005124	lncRNA
ENSG00000260578	AvC	chr18	67481791	67484966	lncRNA
TGILR	AvC	chr6	3893029	3913718	lncRNA
ENSG00000260612	AvC	chr16	71726975	71727992	lncRNA
ENSG00000260618	AvC	chr15	52577842	52598709	lncRNA
ENSG00000260628	AvC	chr16	31975803	32004957	transcribed_unprocessed_pseudogene
TSPAN5-DT	AvC	chr4	98658758	98695568	lncRNA
ENSG00000260645	AvC	chr6	80466958	80469080	lncRNA
ENSG00000260679	AvC	chr11	69921614	69926906	lncRNA
ANKRD20A1	AvC	chr9	67832765	67920552	protein_coding
TBC1D22A-DT	AvC	chr22	46761879	46762613	lncRNA
ENSG00000260725	AvC	chr19	28418483	28429490	lncRNA
ENSG00000260750	AvC	chr16	87595131	87600337	lncRNA
CES1P2	AvC	chr16	55728115	55750111	transcribed_unprocessed_pseudogene
ARHGAP23P1	AvC	chr16	33907419	33937024	transcribed_unprocessed_pseudogene
CASC17	AvC	chr17	71097774	71202203	lncRNA
LINC01963	AvC	chr2	216217045	216246041	lncRNA
ENSG00000260823	AvC	chr16	56609501	56611375	lncRNA
FBXL19-AS1	AvC	chr16	30919319	30923279	lncRNA
ENSG00000260895	AvC	chr11	69103493	69109094	lncRNA
LINC02890	AvC	chr16	22612543	22613483	lncRNA
SWINGN	AvC	chr13	113923052	113928991	lncRNA
ENSG00000260912	AvC	chr9	19453209	19455173	lncRNA
ENSG00000260920	AvC	chr1	40464319	40466767	lncRNA
LINC00622	AvC	chr1	119597702	119599271	lncRNA
FOXC2-AS1	AvC	chr16	86564951	86569019	lncRNA
ENSG00000260948	AvC	chr1	111431046	111433068	lncRNA
ENSG00000260953	AvC	chr16	29261105	29264680	lncRNA
ENSG00000260973	AvC	chr16	22610531	22612196	lncRNA
DOCK9-DT	AvC	chr13	99087819	99088625	lncRNA
ENSG00000261019	AvC	chr7	42901272	42902639	lncRNA
ENSG00000261024	AvC	chr1	185332903	185333280	transcribed_processed_pseudogene
MPHOSPH6-DT	AvC	chr16	82170285	82247221	lncRNA
ENSG00000261036	AvC	chr5	120345907	120410969	lncRNA
WFDC21P	AvC	chr17	60085109	60088286	transcribed_unitary_pseudogene
ENSG00000261048	AvC	chr15	20890206	20890606	processed_pseudogene
ENSG00000261051	AvC	chr3	146059585	146061679	lncRNA
ENSG00000261063	AvC	chr16	77201474	77249957	lncRNA
ENSG00000261070	AvC	chr11	69147228	69171564	lncRNA
CDC37P2	AvC	chr16	28413703	28415018	processed_pseudogene
ENSG00000261104	AvC	chr2	9106593	9109865	lncRNA
LINC02473	AvC	chr4	24659856	24671568	lncRNA
ADAMTS7P3	AvC	chr15	77976042	77993057	transcribed_unprocessed_pseudogene
EPPK1	AvC	chr8	143857324	143878467	protein_coding
ENSG00000261170	AvC	chr16	74422120	74441937	lncRNA
LINC02188	AvC	chr16	86710122	86761490	lncRNA
ENSG00000261197	AvC	chr16	34051140	34051363	processed_pseudogene
PLA2G10JP	AvC	chr16	30218220	30221930	transcribed_unprocessed_pseudogene
LINC02133	AvC	chr16	47724568	47908433	lncRNA
HSD17B2-AS1	AvC	chr16	82044328	82139631	lncRNA
ENSG00000261260	AvC	chr16	71288767	71309963	lncRNA
QKILA	AvC	chr4	139564295	139666068	lncRNA
ENSG00000261285	AvC	chr16	82491738	82575518	lncRNA
ENSG00000261335	AvC	chr17	76671896	76673658	lncRNA
PECAM1	AvC	chr17	64319415	64413776	protein_coding
COQ7-DT	AvC	chr16	19062144	19089487	lncRNA
ENSG00000261468	AvC	chr3	30695664	30699576	lncRNA
TBILA	AvC	chr3	112133423	112135359	lncRNA
ENSG00000261522	AvC	chr2	94582873	94585473	transcribed_unprocessed_pseudogene
ENSG00000261523	AvC	chr16	14695567	14707055	lncRNA
ENSG00000261542	AvC	chr8	63215981	63218034	lncRNA
ENSG00000261543	AvC	chr15	74152788	74179415	lncRNA
ENSG00000261554	AvC	chr15	20893383	20893980	processed_pseudogene
AGK-DT	AvC	chr7	141499913	141551345	lncRNA
ENSG00000261584	AvC	chr6	26686241	26687964	lncRNA
GAN	AvC	chr16	81314944	81390884	protein_coding
LINC02605	AvC	chr8	78835307	78840525	lncRNA
ENSG00000261628	AvC	chr15	30899480	30900327	unprocessed_pseudogene
ENSG00000261646	AvC	chr4	173467833	173470041	lncRNA
ENSG00000261717	AvC	chr16	75412684	75464706	protein_coding
ENSG00000261774	AvC	chr16	72278268	72278568	processed_pseudogene
LINC02582	AvC	chr18	73324757	73392162	lncRNA
ENSG00000261786	AvC	chr3	44117299	44122365	lncRNA
ENSG00000261790	AvC	chr16	1984877	1990477	lncRNA
LOXL1-AS1	AvC	chr15	73898471	73928296	lncRNA
LINC00662	AvC	chr19	27681072	27794005	lncRNA
ENSG00000261832	AvC	chr16	28456371	28492098	protein_coding
ENSG00000261996	AvC	chr17	6653464	6655009	lncRNA
ENSG00000262140	AvC	chr16	71833787	71835932	unprocessed_pseudogene
ENSG00000262362	AvC	chr16	2981174	3005130	lncRNA
TXNP4	AvC	chr17	4572206	4572515	processed_pseudogene
SPON1	AvC	chr11	13962694	14268133	protein_coding
ENSG00000262681	AvC	chr17	19719059	19722428	lncRNA
ENSG00000262714	AvC	chr16	53386944	53389085	lncRNA
ENSG00000262801	AvC	chr16	13246181	13563388	lncRNA
ENSG00000263033	AvC	chr16	11196177	11224969	lncRNA
ENSG00000263212	AvC	chr16	3458071	3515564	lncRNA
LINC03107	AvC	chr16	14407668	14418908	lncRNA
ENSG00000263325	AvC	chr16	2856503	2861801	lncRNA
RN7SL471P	AvC	chr6	28977475	28977773	misc_RNA
LINC01919	AvC	chr18	53568437	53629995	lncRNA
MIR4455	AvC	chr4	184938383	184938440	miRNA
ENSG00000263745	AvC	chr18	1883253	2489426	lncRNA
ENSG00000263923	AvC	chr4	98928897	98995001	lncRNA
ANXA8L1	AvC	chr10	46375587	46391784	protein_coding
DYM-AS1	AvC	chr18	49021705	49048610	lncRNA
ZNF236-DT	AvC	chr18	76794732	76822295	lncRNA
MIR4520-1	AvC	chr17	6655440	6655509	miRNA
ENSG00000264666	AvC	chr17	17591428	17632141	lncRNA
LINC01912	AvC	chr18	68258079	68264837	lncRNA
DSG2-AS1	AvC	chr18	31542146	31556948	lncRNA
ENSG00000264860	AvC	chr17	73164977	73196593	lncRNA
ENSG00000265031	AvC	chr17	64425069	64425170	miRNA
GJA5	AvC	chr1	147756199	147773362	protein_coding
ANXA8	AvC	chr10	47460162	47484175	protein_coding
ENSG00000265359	AvC	chr17	40850800	40898431	lncRNA
GLUD1P2	AvC	chr10	46770739	46776833	transcribed_unprocessed_pseudogene
ENSG00000265394	AvC	chr17	30090366	30117873	lncRNA
ENSG00000265478	AvC	chr17	18809956	18810940	lncRNA
ENSG00000265519	AvC	chr17	15787787	15788205	lncRNA
DSEL-AS1	AvC	chr18	67516546	67930010	lncRNA
LINC01970	AvC	chr17	82290046	82292814	lncRNA
ENSG00000265749	AvC	chr17	8365563	8381328	lncRNA
ENSG00000265750	AvC	chr18	24159509	24162211	lncRNA
ZNF488	AvC	chr10	47356520	47384325	protein_coding
CXADRP3	AvC	chr18	14478168	14479267	transcribed_processed_pseudogene
CYP4F35P	AvC	chr18	14338015	14338834	transcribed_unprocessed_pseudogene
PSMD3-AS1	AvC	chr17	39986405	40014718	lncRNA
DSCAS	AvC	chr18	31101540	31250873	lncRNA
